months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,auto_make,auto_model,auto_year,total_claim_amount
472,64,911429,IN,500,989.24,MALE,Masters,other-service,skydiving,not-in-family,21/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,Mercedes,ML350,2002,70900
75,25,106186,IL,1000,1389.86,FEMALE,Associate,priv-house-serv,hiking,husband,18/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,Saab,93,2011,65100
193,40,311783,OH,500,1233.85,FEMALE,College,handlers-cleaners,chess,husband,28/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,Ford,Escape,1999,64260
43,43,528385,IL,500,1320.39,FEMALE,Associate,armed-forces,yachting,not-in-family,19/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,Honda,CRV,1996,79970
253,41,228403,IN,1000,1435.09,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,11/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,Chevrolet,Tahoe,1995,56610
152,30,209177,IN,500,1448.54,FEMALE,JD,craft-repair,polo,wife,11/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,Toyota,Highlander,2000,84590
160,38,497929,OH,500,1733.56,MALE,High School,sales,sleeping,wife,09/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,Mercedes,ML350,1996,66780
56,36,735844,IN,500,1533.07,MALE,JD,farming-fishing,exercise,own-child,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,Ford,Escape,2001,58500
286,41,710741,IL,500,1106.77,FEMALE,College,prof-specialty,golf,other-relative,26/02/2015,Parked Car,?,Trivial Damage,Police,3,1,Dodge,RAM,2003,5000
3,29,276804,IL,500,995.7,FEMALE,JD,priv-house-serv,chess,unmarried,02/02/2015,Parked Car,?,Trivial Damage,Police,3,1,Mercedes,E400,2008,5000
286,41,507545,IL,1000,1298.85,FEMALE,High School,sales,camping,other-relative,04/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,Saab,92x,2007,54450
239,38,485642,OH,1000,1276.73,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,19/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,Saab,93,2003,61920
64,29,796375,OH,2000,1202.28,MALE,High School,exec-managerial,cross-fit,other-relative,12/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,Nissan,Pathfinder,2007,43700
98,31,171183,IN,500,671.92,MALE,Masters,machine-op-inspct,bungie-jumping,wife,24/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,Ford,Escape,1997,64080
16,35,110084,IL,1000,1358.03,MALE,JD,sales,chess,own-child,17/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,Volkswagen,Jetta,2008,55000
70,27,714784,IN,1000,1008.79,FEMALE,Masters,adm-clerical,video-games,own-child,13/01/2015,Vehicle Theft,?,Trivial Damage,Police,19,1,Toyota,Camry,2000,4400
75,27,143924,OH,1000,1141.1,MALE,JD,armed-forces,movies,other-relative,28/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,Toyota,Highlander,2008,71640
246,44,996850,OH,1000,1397,MALE,High School,machine-op-inspct,reading,not-in-family,03/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,Accura,MDX,1997,61740
110,27,284834,OH,1000,1664.66,FEMALE,Associate,priv-house-serv,golf,own-child,05/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,Audi,A3,2010,57500
236,39,830878,IN,1000,1151.39,FEMALE,Masters,exec-managerial,reading,wife,01/01/2015,Parked Car,?,Minor Damage,Police,17,1,Accura,RSX,2003,8700
267,46,270208,OH,2000,1546.01,FEMALE,MD,adm-clerical,polo,wife,06/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,Volkswagen,Jetta,1996,77100
463,57,407958,IL,500,1063.67,MALE,Masters,priv-house-serv,dancing,wife,03/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,Dodge,Neon,1995,59400
303,46,832300,IN,1000,709.14,MALE,Masters,machine-op-inspct,kayaking,husband,12/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,Toyota,Corolla,2006,54890
137,30,927205,IL,500,1039.55,MALE,MD,exec-managerial,kayaking,unmarried,16/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,Chevrolet,Tahoe,2005,74030
56,42,655356,IL,500,1339.39,FEMALE,Associate,adm-clerical,chess,not-in-family,25/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,BMW,X5,1998,61490
75,27,831053,IN,1000,1202.75,MALE,High School,handlers-cleaners,board-games,not-in-family,21/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,Volkswagen,Passat,2003,79560
131,33,432740,IL,2000,1081.17,MALE,MD,sales,yachting,wife,28/01/2015,Parked Car,?,Minor Damage,Police,3,1,Toyota,Camry,2010,4900
153,34,893853,IL,500,991.39,MALE,High School,tech-support,paintball,other-relative,27/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,Nissan,Pathfinder,2000,77770
255,43,594988,IN,500,984.02,FEMALE,JD,transport-moving,board-games,unmarried,10/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,Nissan,Maxima,2007,74700
103,26,979544,IL,500,1354.83,MALE,MD,tech-support,sleeping,husband,18/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,Volkswagen,Passat,2010,40600
97,28,191891,OH,1000,830.31,MALE,JD,farming-fishing,video-games,husband,13/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,Jeep,Wrangler,2006,45270
214,36,831479,IL,2000,987.42,FEMALE,Associate,machine-op-inspct,kayaking,own-child,31/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,Saab,93,2006,47080
438,57,714346,OH,500,1119.29,FEMALE,MD,machine-op-inspct,chess,husband,15/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,Volkswagen,Passat,2000,40700
87,27,326289,OH,500,1048.39,FEMALE,Masters,transport-moving,polo,own-child,13/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,Ford,F150,1996,34650
27,28,944537,OH,1000,1074.47,MALE,MD,protective-serv,camping,wife,13/02/2015,Parked Car,?,Trivial Damage,Police,4,1,Jeep,Grand Cherokee,2012,3200
206,42,779156,IL,1000,1230.76,MALE,High School,machine-op-inspct,yachting,unmarried,03/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,Saab,92x,1997,78980
127,31,856153,OH,500,1255.02,MALE,Associate,sales,reading,not-in-family,13/01/2015,Parked Car,?,Minor Damage,None,10,1,Nissan,Ultima,1996,6160
422,60,473338,IN,1000,1555.52,FEMALE,MD,machine-op-inspct,hiking,own-child,14/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,Mercedes,E400,1999,85250
303,50,521694,IL,2000,836.11,MALE,Masters,sales,camping,not-in-family,20/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,Dodge,Neon,2010,72840
228,40,136520,IN,500,1450.98,MALE,Associate,exec-managerial,base-jumping,husband,18/01/2015,Parked Car,?,Trivial Damage,Police,20,1,Toyota,Camry,2010,6050
239,39,730819,IN,2000,625.08,FEMALE,JD,protective-serv,hiking,wife,03/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,BMW,X6,2014,87890
330,47,912665,IL,2000,1133.27,FEMALE,High School,craft-repair,chess,wife,01/03/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,Ford,F150,1999,60500
128,35,469966,IN,500,1366.6,FEMALE,MD,machine-op-inspct,kayaking,other-relative,01/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,Chevrolet,Malibu,2008,88220
147,37,952300,OH,1000,1439.9,FEMALE,Associate,prof-specialty,video-games,husband,29/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,Accura,MDX,2004,53680
287,45,322609,OH,1000,1230.69,MALE,Masters,transport-moving,golf,not-in-family,10/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,Accura,MDX,2006,53800
142,29,890280,OH,2000,1307.68,FEMALE,MD,craft-repair,dancing,husband,29/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,Mercedes,E400,1995,54360
162,35,431583,IL,2000,1124.69,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,20/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,Toyota,Camry,2001,54340
140,35,155912,OH,1000,1520.78,FEMALE,High School,craft-repair,chess,wife,21/01/2015,Parked Car,?,Trivial Damage,None,5,1,Chevrolet,Tahoe,1997,2860
106,28,110143,OH,2000,1609.11,MALE,High School,craft-repair,polo,own-child,18/01/2015,Vehicle Theft,?,Minor Damage,Police,8,1,Saab,95,1999,5490
292,45,808544,IL,1000,1358.91,MALE,Masters,craft-repair,dancing,unmarried,09/01/2015,Vehicle Theft,?,Trivial Damage,Police,4,1,Suburu,Impreza,1997,7370
34,34,409074,OH,500,1295.87,FEMALE,PhD,priv-house-serv,chess,husband,13/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,Audi,A3,1997,50800
290,48,824728,IL,500,1161.03,MALE,Associate,adm-clerical,video-games,not-in-family,13/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,Nissan,Ultima,2014,41520
182,38,606037,OH,2000,1441.06,FEMALE,Masters,armed-forces,movies,husband,08/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,Dodge,RAM,2005,89650
362,55,636843,OH,1000,1097.99,FEMALE,JD,other-service,base-jumping,unmarried,17/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,Suburu,Legacy,1998,39690
143,32,111874,IL,1000,1464.42,FEMALE,High School,exec-managerial,golf,husband,15/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,Saab,92x,1995,62260
183,38,439844,IL,500,1543.68,FEMALE,Masters,prof-specialty,paintball,not-in-family,24/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,Audi,A3,2001,51920
254,40,463513,IL,500,1390.89,MALE,College,armed-forces,bungie-jumping,wife,28/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,Volkswagen,Jetta,2009,53460
249,43,577858,OH,2000,1148.58,FEMALE,MD,adm-clerical,golf,not-in-family,16/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,Honda,CRV,2014,57100
169,36,607351,IN,500,1616.26,MALE,High School,exec-managerial,yachting,unmarried,09/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,Dodge,Neon,2004,77440
235,40,682754,IL,500,1398.94,MALE,College,craft-repair,bungie-jumping,husband,24/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,Suburu,Forrestor,2003,68300
112,32,757352,OH,1000,1238.92,MALE,Associate,other-service,base-jumping,other-relative,11/02/2015,Parked Car,?,Trivial Damage,None,4,1,Honda,CRV,2012,5060
16,32,307469,IL,1000,968.46,MALE,MD,tech-support,chess,not-in-family,27/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,Dodge,RAM,1995,59400
128,31,526296,IL,500,1045.12,FEMALE,High School,transport-moving,cross-fit,other-relative,19/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,Ford,Escape,2013,69930
103,27,658816,IN,1000,1537.33,FEMALE,College,handlers-cleaners,board-games,husband,20/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,Jeep,Wrangler,2008,77700
356,54,913337,OH,500,912.3,MALE,College,prof-specialty,yachting,wife,10/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,Audi,A5,2007,68750
109,29,488464,OH,2000,1007.28,FEMALE,High School,adm-clerical,movies,husband,21/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,Jeep,Wrangler,1995,91080
2,20,480094,IN,1000,1189.98,FEMALE,High School,craft-repair,golf,other-relative,01/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,Audi,A5,2000,48360
198,34,263108,OH,1000,1576.41,MALE,Associate,handlers-cleaners,kayaking,other-relative,25/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,Ford,F150,2001,95000
107,32,298412,OH,500,1172.82,MALE,Associate,machine-op-inspct,yachting,other-relative,24/02/2015,Vehicle Theft,?,Trivial Damage,Police,8,1,Ford,F150,2010,3900
252,39,261905,IL,500,1312.22,MALE,High School,transport-moving,cross-fit,other-relative,21/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,Jeep,Grand Cherokee,2010,59400
303,43,674485,OH,1000,671.01,FEMALE,Associate,machine-op-inspct,camping,other-relative,08/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,Nissan,Maxima,2013,60210
101,32,223404,IL,500,895.14,MALE,JD,sales,video-games,other-relative,10/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,Suburu,Legacy,2010,43600
446,57,991480,IN,2000,1373.21,MALE,College,adm-clerical,sleeping,unmarried,14/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,Jeep,Wrangler,2012,62800
330,48,804219,OH,1000,1625.65,MALE,College,farming-fishing,skydiving,husband,26/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,Dodge,Neon,2006,59500
211,37,483088,OH,2000,1295.63,FEMALE,PhD,armed-forces,skydiving,not-in-family,30/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,Honda,CRV,2009,53460
172,33,100804,IL,1000,1459.96,FEMALE,High School,adm-clerical,reading,wife,07/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,Saab,95,1999,41690
316,46,941807,OH,500,1219.94,FEMALE,Masters,prof-specialty,paintball,wife,27/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,Accura,TL,2000,63100
435,60,593466,OH,500,1064.49,MALE,Associate,priv-house-serv,chess,other-relative,13/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,Mercedes,E400,2007,62880
344,51,437442,IL,1000,959.83,FEMALE,Masters,sales,paintball,not-in-family,02/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,BMW,X6,2006,75400
204,40,942106,OH,2000,1767.02,MALE,JD,machine-op-inspct,hiking,husband,27/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,Audi,A5,1997,46200
278,47,794951,IN,500,1285.01,MALE,Masters,machine-op-inspct,sleeping,not-in-family,02/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,Toyota,Camry,2010,58500
434,57,182450,OH,2000,1422.95,MALE,JD,transport-moving,bungie-jumping,husband,17/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,Nissan,Maxima,2003,66240
209,36,730973,IN,2000,1223.39,FEMALE,MD,craft-repair,camping,wife,12/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,Jeep,Wrangler,2014,65440
250,43,687755,IL,2000,1539.06,MALE,Masters,sales,exercise,other-relative,20/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,Ford,F150,2002,64200
61,25,757644,IN,2000,988.06,FEMALE,Masters,other-service,dancing,not-in-family,05/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,Dodge,RAM,2000,32320
80,28,998865,IL,1000,1740.57,FEMALE,College,farming-fishing,golf,wife,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,Dodge,Neon,2011,33480
25,38,944953,OH,1000,1540.91,MALE,College,adm-clerical,polo,wife,24/02/2015,Vehicle Theft,?,Trivial Damage,None,0,1,Toyota,Corolla,1995,4320
4,29,386429,IL,500,1381.88,MALE,High School,tech-support,exercise,other-relative,21/02/2015,Vehicle Theft,?,Trivial Damage,Police,4,1,Jeep,Wrangler,2008,4200
32,29,108270,OH,500,1446.98,MALE,MD,adm-clerical,sleeping,own-child,11/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,Saab,93,2006,57970
125,31,205134,IN,500,1220.86,MALE,JD,other-service,paintball,husband,24/01/2015,Parked Car,?,Trivial Damage,None,4,1,Saab,93,2003,4320
276,45,749325,IL,500,948.1,FEMALE,High School,machine-op-inspct,reading,wife,06/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,Ford,Escape,2010,69300
148,30,774303,OH,500,1471.24,FEMALE,Masters,farming-fishing,camping,own-child,15/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,Dodge,Neon,1997,32480
222,38,698470,IN,2000,1157.97,MALE,MD,machine-op-inspct,hiking,not-in-family,22/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,Accura,TL,2001,60480
32,38,719989,IL,2000,566.11,MALE,Associate,armed-forces,polo,unmarried,21/01/2015,Parked Car,?,Trivial Damage,Police,22,1,Honda,CRV,2015,2640
78,27,309323,OH,500,1060.88,MALE,JD,other-service,skydiving,other-relative,03/02/2015,Parked Car,?,Trivial Damage,Police,4,1,Volkswagen,Passat,2009,6050
238,43,444035,OH,1000,1524.45,MALE,High School,handlers-cleaners,chess,wife,16/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,Saab,92x,1995,42700
313,47,431478,IN,1000,1556.17,MALE,College,prof-specialty,reading,wife,07/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,Accura,MDX,1996,40260
334,50,797634,OH,500,1216.24,MALE,Masters,priv-house-serv,polo,wife,14/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,Chevrolet,Silverado,2008,50000
190,35,284836,IN,500,1484.72,FEMALE,High School,tech-support,golf,husband,02/02/2015,Parked Car,?,Trivial Damage,None,4,1,Saab,92x,1998,3840
194,41,238196,IL,500,1203.81,MALE,JD,transport-moving,video-games,not-in-family,06/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,Saab,95,1999,95900
290,47,885789,IN,1000,1393.34,MALE,High School,exec-managerial,bungie-jumping,other-relative,15/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,Audi,A5,2002,56160
26,42,287436,OH,1000,1484.48,MALE,PhD,armed-forces,sleeping,not-in-family,24/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,Saab,92x,1996,63030
254,41,496067,IL,500,1581.27,FEMALE,PhD,handlers-cleaners,skydiving,own-child,07/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,BMW,X6,1999,63470
199,38,206004,IL,1000,1281.25,FEMALE,High School,tech-support,movies,other-relative,04/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,BMW,X6,2007,44440
137,35,153027,IN,500,1667.83,MALE,JD,prof-specialty,paintball,husband,04/02/2015,Parked Car,?,Minor Damage,Police,4,1,Jeep,Grand Cherokee,2005,6600
134,36,469426,OH,1000,1497.41,MALE,PhD,machine-op-inspct,kayaking,husband,25/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,Ford,Escape,1996,77200
73,30,654974,OH,500,803.36,FEMALE,High School,protective-serv,reading,husband,25/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,Audi,A3,2013,57000
289,45,943425,OH,2000,1221.41,FEMALE,Masters,farming-fishing,movies,wife,27/02/2015,Vehicle Theft,?,Trivial Damage,Police,9,1,Honda,Accord,2006,2700
176,36,641845,OH,500,1865.83,MALE,College,transport-moving,kayaking,unmarried,11/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,Volkswagen,Jetta,2006,47300
145,37,794534,OH,2000,1434.27,FEMALE,Associate,tech-support,sleeping,unmarried,04/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,Nissan,Maxima,2002,55110
164,31,357808,IN,500,1114.68,FEMALE,Associate,other-service,reading,husband,26/01/2015,Vehicle Theft,?,Trivial Damage,Police,5,1,Mercedes,E400,2002,4320
186,38,536052,OH,2000,1218.56,FEMALE,Masters,transport-moving,video-games,husband,01/03/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,Saab,95,1998,68760
85,31,873384,IL,2000,1234.69,FEMALE,MD,tech-support,paintball,husband,06/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,BMW,M5,2003,74400
162,33,790225,OH,500,964.92,FEMALE,Associate,exec-managerial,base-jumping,other-relative,09/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,Mercedes,E400,1996,35300
396,57,587498,IL,500,1351.72,MALE,High School,tech-support,camping,wife,05/02/2015,Parked Car,?,Minor Damage,None,3,1,Volkswagen,Passat,2000,2640
270,41,639027,IL,1000,817.28,MALE,High School,sales,cross-fit,unmarried,03/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,Mercedes,ML350,2014,60190
168,39,217899,IL,1000,1389.59,FEMALE,Masters,machine-op-inspct,exercise,own-child,24/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,Chevrolet,Malibu,2015,41580
274,45,589094,IN,1000,1353.53,FEMALE,JD,tech-support,cross-fit,unmarried,14/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,Accura,MDX,1995,58500
263,43,458829,IN,1000,1294.04,FEMALE,Masters,handlers-cleaners,movies,not-in-family,08/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,Nissan,Ultima,1997,79320
152,33,626208,OH,1000,840.81,FEMALE,High School,farming-fishing,chess,husband,14/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,Ford,Escape,2002,82610
46,41,315041,OH,2000,998.19,FEMALE,MD,priv-house-serv,video-games,husband,23/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,Dodge,RAM,2004,78600
276,46,283267,OH,2000,1090.32,MALE,College,handlers-cleaners,chess,husband,05/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,Volkswagen,Jetta,2007,51390
234,44,442494,IN,500,1780.67,MALE,Associate,other-service,exercise,other-relative,19/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,Ford,F150,2012,70200
64,30,159243,IL,2000,1681.01,MALE,JD,protective-serv,base-jumping,own-child,07/02/2015,Parked Car,?,Minor Damage,None,16,1,Jeep,Wrangler,2015,4900
456,62,669800,OH,1000,1395.77,FEMALE,MD,protective-serv,chess,own-child,07/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,Saab,92x,2012,66480
58,23,520179,OH,2000,1471.44,MALE,High School,transport-moving,reading,own-child,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,Chevrolet,Tahoe,2007,50380
475,61,607974,IL,500,1265.72,FEMALE,Masters,handlers-cleaners,paintball,wife,18/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,Mercedes,E400,1998,64350
96,29,465065,IN,1000,1274.7,MALE,College,prof-specialty,hiking,other-relative,11/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,Chevrolet,Silverado,2004,55400
99,28,369941,OH,500,1330.39,MALE,MD,prof-specialty,basketball,wife,22/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,Dodge,Neon,1998,49900
38,28,447226,OH,500,1122.95,MALE,Masters,priv-house-serv,golf,other-relative,23/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,Accura,TL,2000,74880
259,44,831668,OH,2000,1655.79,FEMALE,Masters,exec-managerial,exercise,husband,15/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,Audi,A3,2002,105820
241,43,922937,IN,1000,935.77,MALE,Associate,prof-specialty,golf,own-child,20/02/2015,Vehicle Theft,?,Trivial Damage,Police,21,1,Volkswagen,Jetta,2003,7150
437,58,640474,IN,2000,1192.04,MALE,Associate,craft-repair,dancing,own-child,19/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,Dodge,RAM,2004,55800
130,34,153298,OH,500,990.11,MALE,Masters,sales,kayaking,other-relative,10/01/2015,Parked Car,?,Trivial Damage,None,8,1,Dodge,RAM,2015,5830
269,41,334749,OH,2000,1422.21,FEMALE,Associate,handlers-cleaners,polo,unmarried,16/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,Suburu,Forrestor,2005,85900
103,29,221283,OH,500,914.85,MALE,Associate,prof-specialty,base-jumping,other-relative,12/02/2015,Parked Car,?,Minor Damage,Police,5,1,Accura,MDX,2005,7110
284,43,961496,IL,500,1123.84,MALE,PhD,prof-specialty,kayaking,other-relative,23/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,Chevrolet,Tahoe,2007,36960
189,39,804751,OH,2000,838.02,FEMALE,College,tech-support,movies,own-child,13/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,Dodge,Neon,1997,64400
267,43,369226,OH,500,1300.68,MALE,PhD,adm-clerical,sleeping,unmarried,27/01/2015,Parked Car,?,Minor Damage,None,0,1,Chevrolet,Tahoe,2011,1920
39,22,691115,IN,500,1173.21,MALE,JD,farming-fishing,polo,not-in-family,14/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,Suburu,Legacy,2009,86130
140,32,713172,IL,1000,985.97,FEMALE,College,protective-serv,cross-fit,other-relative,01/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,Chevrolet,Silverado,1995,82170
243,41,621756,IN,1000,1129.23,FEMALE,College,farming-fishing,camping,own-child,23/02/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,Suburu,Legacy,1999,50300
116,31,615116,IN,500,1194.83,FEMALE,MD,prof-specialty,camping,husband,20/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,Suburu,Forrestor,1997,44200
219,43,947598,IN,1000,1114.29,FEMALE,High School,transport-moving,polo,other-relative,08/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,Toyota,Highlander,2006,66660
96,26,658002,OH,2000,1509.04,FEMALE,Associate,prof-specialty,bungie-jumping,husband,23/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,Saab,92x,2007,78320
149,34,374545,IN,500,664.86,FEMALE,PhD,craft-repair,skydiving,wife,04/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,Dodge,RAM,1999,105040
246,43,805806,IN,1000,1267.4,MALE,JD,adm-clerical,basketball,husband,09/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,Accura,RSX,2006,50700
293,45,235097,IL,1000,1119.23,FEMALE,MD,exec-managerial,exercise,unmarried,18/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,Jeep,Wrangler,2015,51210
